user_id,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,is_red_team,anomaly_score
user_03,8.6,45,0,0,28,1,0.036,0,0,1,0,0,0,0,0,0.08
user_10,7.6,35,0,0,29,0,0.0,0,1,0,0,0,0,0,0,0.18
user_04,8.2,39,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.27
user_09,8.4,38,0,0,16,1,0.062,0,0,0,1,0,0,0,0,0.13
user_24,8.4,38,0,0,34,0,0.0,0,1,0,0,0,1,0,0,0.08
user_18,10.9,70,4,126,44,3,0.068,1,1,1,0,0,0,0,1,0.73
user_07,8.1,22,0,0,29,1,0.034,0,0,0,0,0,0,0,0,0.25
user_06,7.1,23,0,0,30,2,0.067,0,1,0,0,0,0,0,0,0.12
user_26,11.2,96,2,200,45,3,0.067,4,1,0,1,1,1,1,1,0.73
user_30,9.1,17,0,0,25,0,0.0,0,0,1,0,0,0,0,0,0.06
user_09,8.2,23,0,0,14,0,0.0,0,0,0,0,0,0,0,0,0.08
user_09,10.8,98,4,185,52,3,0.058,4,1,1,1,1,0,1,1,0.77
user_29,7.7,17,1,19,24,0,0.0,0,1,0,0,0,0,0,0,0.27
user_12,9.0,13,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.15
user_11,8.1,36,0,0,33,0,0.0,0,0,0,0,0,0,0,0,0.22
user_18,8.8,37,0,0,21,1,0.048,0,0,0,0,0,0,0,0,0.13
user_26,8.4,43,0,0,10,0,0.0,0,1,0,0,0,0,0,0,0.08
user_22,8.0,34,0,0,20,0,0.0,0,1,0,0,0,0,0,0,0.18
user_19,10.8,82,2,127,43,8,0.186,3,1,1,1,1,1,0,1,0.91
user_25,8.2,38,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.25
user_05,9.1,29,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.18
user_27,8.0,38,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.25
user_16,6.9,19,0,0,21,1,0.048,1,0,0,0,0,0,0,0,0.11
user_23,10.1,81,6,164,50,6,0.12,1,1,1,1,1,1,0,1,0.86
user_13,8.8,52,0,0,25,0,0.0,0,0,0,0,1,0,0,0,0.26
user_28,7.8,23,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.23
user_13,9.0,55,0,0,30,1,0.033,0,0,0,0,0,1,0,0,0.11
user_19,8.3,33,1,26,28,0,0.0,0,0,0,0,0,0,0,0,0.17
user_29,7.9,42,0,0,26,2,0.077,0,0,1,1,0,0,0,0,0.22
user_21,10.6,88,4,153,40,8,0.2,2,0,1,1,1,0,1,1,0.79
user_08,10.3,97,5,80,38,6,0.158,1,1,1,1,1,0,1,1,0.89
user_20,8.3,37,0,0,19,0,0.0,0,0,0,0,0,0,0,0,0.3
user_13,9.7,49,0,0,24,0,0.0,1,0,0,0,0,0,0,0,0.27
user_04,8.3,38,0,0,15,0,0.0,1,0,0,0,0,1,0,0,0.17
user_16,9.6,86,5,129,45,6,0.133,2,0,1,0,1,1,0,1,0.71
user_21,9.7,74,2,142,46,3,0.065,4,0,1,1,1,0,1,1,0.89
user_28,9.7,70,2,89,62,6,0.097,3,0,1,1,0,1,1,1,0.78
user_11,11.7,84,2,149,35,6,0.171,1,0,1,1,0,1,0,1,0.96
user_23,8.5,15,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.26
user_23,8.0,25,0,0,34,0,0.0,1,0,0,0,0,0,0,0,0.22
user_14,8.4,39,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.23
user_25,8.0,30,1,17,23,0,0.0,0,0,0,0,0,0,0,0,0.14
user_10,8.8,70,6,171,52,3,0.058,2,1,1,1,1,0,1,1,0.9
user_23,8.0,39,0,0,30,0,0.0,0,0,1,0,0,0,0,0,0.11
user_09,8.6,36,0,0,13,0,0.0,0,0,0,0,0,0,0,0,0.14
user_10,11.6,65,6,133,51,3,0.059,5,1,1,1,1,1,0,1,0.94
user_13,9.0,56,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.2
user_07,8.4,21,0,0,30,0,0.0,1,0,0,0,0,0,0,0,0.23
user_02,9.9,82,6,126,53,8,0.151,2,1,0,1,1,0,0,1,0.8
user_21,8.6,26,0,0,11,0,0.0,0,0,0,0,0,1,1,0,0.06
user_26,7.7,31,0,0,14,2,0.143,0,0,0,0,0,0,0,0,0.15
user_16,7.7,45,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.3
user_19,9.0,50,0,0,18,0,0.0,0,0,1,0,0,0,0,0,0.11
user_06,7.8,33,0,0,27,0,0.0,0,0,0,0,0,1,0,0,0.06
user_14,8.9,40,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.25
user_13,9.2,42,0,0,21,0,0.0,1,0,0,0,0,0,0,0,0.2
user_15,8.3,33,1,21,27,0,0.0,0,0,0,0,0,0,0,0,0.27
user_08,8.1,45,0,0,26,0,0.0,1,0,0,0,0,0,0,0,0.14
user_05,9.3,39,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.07
user_30,8.9,28,0,0,15,0,0.0,0,1,0,0,0,0,0,0,0.26
user_01,9.5,104,6,106,59,3,0.051,2,1,1,0,1,1,1,1,0.91
user_12,9.2,22,0,0,28,1,0.036,0,0,0,0,0,0,0,0,0.05
user_14,11.5,62,6,147,60,7,0.117,2,1,0,0,1,0,0,1,0.86
user_05,9.6,20,1,19,26,1,0.038,0,0,0,0,0,0,0,0,0.06
user_24,10.3,60,6,153,43,4,0.093,2,0,0,1,0,1,1,1,0.82
user_13,8.9,53,0,0,19,0,0.0,0,0,0,0,0,0,0,0,0.3
user_02,9.8,44,1,22,27,0,0.0,0,0,0,0,0,0,0,0,0.21
user_04,8.1,50,0,0,16,0,0.0,0,1,0,0,0,0,0,0,0.29
user_19,8.7,35,1,32,27,1,0.037,0,0,0,0,0,0,0,0,0.21
user_21,10.7,95,3,119,62,3,0.048,3,1,1,0,0,0,1,1,0.83
user_15,8.4,12,0,0,19,1,0.053,0,0,0,0,0,0,0,0,0.24
user_04,11.4,84,3,122,67,3,0.045,2,1,1,0,1,0,1,1,0.8
user_09,10.5,69,4,131,50,3,0.06,5,0,0,0,0,0,0,1,0.93
user_29,9.5,104,4,145,39,8,0.205,1,1,1,1,1,1,1,1,0.71
user_24,8.7,46,0,0,25,1,0.04,0,1,0,0,0,1,0,0,0.24
user_05,8.3,71,2,146,56,8,0.143,3,1,0,1,1,1,0,1,0.9
user_17,9.1,35,1,8,22,1,0.045,0,0,0,0,0,0,0,0,0.18
user_15,8.9,18,1,21,20,1,0.05,0,0,0,0,0,0,0,0,0.21
user_26,8.6,35,0,0,12,0,0.0,0,0,0,0,0,0,0,0,0.09
user_22,10.2,60,5,147,54,6,0.111,1,1,0,1,0,1,1,1,0.85
user_27,8.5,30,0,0,24,1,0.042,0,0,1,0,0,1,0,0,0.18
user_18,11.6,90,4,111,53,6,0.113,5,1,1,1,0,1,0,1,0.71
user_05,9.3,36,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.15
user_08,8.1,31,1,27,33,1,0.03,0,0,0,0,0,0,0,0,0.23
user_28,7.8,29,1,34,28,1,0.036,0,0,0,0,0,0,0,0,0.25
user_07,9.0,104,2,132,39,5,0.128,1,1,1,1,0,1,1,1,0.87
user_29,7.4,30,1,40,18,1,0.056,0,0,0,0,0,0,0,0,0.17
user_12,8.8,10,0,0,23,0,0.0,0,0,1,0,0,0,0,0,0.18
user_25,8.4,33,0,0,27,1,0.037,0,0,0,0,0,0,0,0,0.1
user_21,8.9,32,1,28,14,0,0.0,0,0,0,0,0,1,0,0,0.17
user_20,11.2,71,5,110,43,3,0.07,2,1,1,1,1,1,1,1,0.86
user_10,7.7,34,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.06
user_15,8.7,33,0,0,30,1,0.033,0,0,0,0,0,0,0,0,0.1
user_22,8.6,17,1,42,20,1,0.05,0,0,0,0,0,0,0,0,0.26
user_18,8.5,46,0,0,25,0,0.0,0,0,0,0,0,1,0,0,0.21
user_10,8.8,13,0,0,27,1,0.037,0,0,0,0,0,0,0,0,0.07
user_19,9.6,85,4,135,50,7,0.14,1,1,1,1,1,0,1,1,0.86
user_20,8.4,36,0,0,23,0,0.0,0,0,0,0,0,1,0,0,0.27
user_19,8.5,29,1,18,20,0,0.0,0,0,0,0,0,0,0,0,0.18
user_10,8.2,11,0,0,26,0,0.0,0,1,1,0,0,0,0,0,0.13
user_22,8.7,38,0,0,20,1,0.05,0,0,0,0,0,0,0,0,0.19
user_17,8.9,52,1,25,19,1,0.053,0,0,1,0,0,1,0,0,0.22
user_11,10.7,63,3,172,52,6,0.115,3,1,1,1,1,1,1,1,0.91
user_22,8.5,27,1,32,28,0,0.0,0,1,1,0,0,0,0,0,0.13
user_23,8.2,12,0,0,23,0,0.0,0,0,0,0,0,0,0,0,0.16
user_14,9.2,53,0,0,36,1,0.028,0,0,0,0,0,0,0,0,0.3
user_17,8.8,41,0,0,20,2,0.1,0,0,0,0,0,1,0,0,0.25
user_09,11.9,77,3,132,48,7,0.146,2,1,0,1,1,0,1,1,0.8
user_25,8.1,33,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.13
user_15,7.0,89,2,185,57,3,0.053,1,1,1,1,1,1,1,1,0.98
user_15,10.7,79,3,121,45,6,0.133,3,1,1,1,0,1,1,1,0.95
user_13,8.5,46,0,0,19,1,0.053,0,0,0,0,0,0,0,0,0.24
user_05,8.7,32,0,0,24,0,0.0,0,0,0,0,0,1,0,0,0.05
user_15,8.8,25,0,0,25,0,0.0,0,0,0,0,0,1,0,0,0.05
user_11,9.2,70,4,139,44,8,0.182,2,1,1,1,1,0,0,1,0.94
user_28,9.4,117,4,121,38,4,0.105,1,1,1,0,1,0,1,1,0.72
user_05,9.3,26,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.14
user_22,8.7,37,1,20,23,0,0.0,0,0,1,0,0,0,0,0,0.22
user_07,9.6,98,2,158,58,3,0.052,3,1,1,0,1,0,0,1,0.97
user_29,7.7,29,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.24
user_29,10.8,93,3,172,39,5,0.128,5,1,1,1,1,1,1,1,0.91
user_24,8.3,58,0,0,31,1,0.032,0,0,0,0,0,0,0,0,0.21
user_15,8.6,21,0,0,27,1,0.037,0,0,0,0,0,0,0,0,0.18
user_21,8.4,38,0,0,18,0,0.0,0,0,0,0,0,1,0,0,0.2
user_17,8.2,86,6,133,41,6,0.146,2,1,0,1,1,1,1,1,0.91
user_02,8.8,28,0,0,28,2,0.071,0,1,0,0,0,0,0,0,0.16
user_05,9.5,93,4,150,35,5,0.143,4,1,0,1,1,0,1,1,0.93
user_01,9.1,39,1,19,24,0,0.0,0,0,0,0,0,0,0,0,0.13
user_04,10.5,95,4,168,41,8,0.195,3,1,0,1,1,0,1,1,0.86
user_01,8.7,29,0,0,23,0,0.0,0,0,1,0,0,0,0,0,0.06
user_17,9.0,24,1,28,21,0,0.0,0,0,0,0,0,0,0,0,0.16
user_12,11.1,77,3,139,62,5,0.081,3,1,0,1,1,1,0,1,0.72
user_24,8.6,41,1,28,31,0,0.0,0,0,0,0,0,0,0,0,0.12
user_06,7.7,41,1,19,29,0,0.0,0,0,0,0,0,1,0,0,0.28
user_17,9.0,29,0,0,15,1,0.067,0,1,0,0,0,1,0,0,0.22
user_09,9.3,86,3,155,54,6,0.111,1,1,0,1,0,1,0,1,0.77
user_16,7.1,28,0,0,33,0,0.0,0,0,0,0,0,0,0,0,0.08
user_10,8.3,29,1,26,24,0,0.0,0,0,0,0,0,0,1,0,0.07
user_28,7.6,10,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.15
user_24,9.1,54,0,0,40,0,0.0,0,0,0,1,0,0,0,0,0.18
user_13,8.9,59,1,18,21,0,0.0,0,0,0,0,0,1,0,0,0.13
user_11,8.2,54,1,28,29,2,0.069,0,0,0,0,0,0,0,0,0.16
user_15,11.6,83,4,179,43,8,0.186,2,1,1,0,1,1,1,1,0.89
user_06,7.6,37,0,0,28,0,0.0,1,0,0,0,0,1,0,0,0.27
user_29,10.0,70,4,152,52,7,0.135,1,1,0,1,1,1,1,1,0.86
user_07,8.5,38,0,0,30,1,0.033,0,0,0,0,0,1,0,0,0.23
user_03,8.4,38,0,0,23,1,0.043,0,0,0,0,0,0,0,0,0.17
user_15,8.9,30,0,0,30,0,0.0,0,0,0,0,0,1,0,0,0.17
user_28,9.9,99,3,123,44,7,0.159,2,1,1,1,1,0,1,1,0.89
user_17,9.3,29,0,0,20,1,0.05,0,0,0,0,0,0,0,0,0.21
user_06,7.9,30,0,0,37,0,0.0,0,0,0,0,0,1,0,0,0.1
user_03,11.1,87,6,88,35,6,0.171,4,1,1,1,0,1,1,1,0.96
user_16,7.7,32,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.27
user_06,8.1,31,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.07
user_05,8.7,30,0,0,18,0,0.0,0,0,0,0,0,1,0,0,0.24
user_28,8.1,35,1,33,27,0,0.0,0,0,0,0,0,0,0,0,0.07
user_17,9.0,44,0,0,19,0,0.0,0,1,0,0,0,0,1,0,0.2
user_10,7.9,23,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.07
user_25,8.4,31,1,31,28,0,0.0,1,0,0,0,0,0,0,0,0.13
user_27,8.9,43,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.27
user_07,9.1,15,0,0,33,1,0.03,1,1,0,0,0,1,0,0,0.18
user_05,9.8,30,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.21
user_23,8.5,27,0,0,30,0,0.0,1,0,0,0,0,0,0,0,0.07
user_21,12.0,73,2,100,46,4,0.087,1,1,0,1,0,1,0,1,0.7
user_19,8.0,35,0,0,22,1,0.045,0,0,0,0,0,0,0,0,0.18
user_07,11.0,82,3,143,35,6,0.171,4,1,1,1,1,0,0,1,0.79
user_28,7.7,32,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.15
user_15,8.8,14,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.15
user_08,10.3,86,3,107,59,3,0.051,5,1,0,0,0,0,1,1,0.95
user_16,7.5,21,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.19
user_27,7.9,16,0,0,31,1,0.032,0,1,0,0,0,0,0,0,0.26
user_07,9.7,111,5,148,50,8,0.16,1,1,0,1,1,1,1,1,0.74
user_08,10.1,96,2,179,59,3,0.051,3,0,1,1,1,1,1,1,0.98
user_22,9.1,24,1,24,20,0,0.0,0,0,0,0,0,0,0,0,0.18
user_10,8.1,26,0,0,21,0,0.0,0,1,0,0,0,0,0,0,0.24
user_06,7.7,14,0,0,28,1,0.036,0,1,0,0,0,0,0,0,0.29
user_10,8.3,21,1,36,27,1,0.037,0,1,0,0,0,0,0,0,0.29
user_05,8.8,20,0,0,27,0,0.0,0,1,0,0,0,0,0,0,0.19
user_26,8.1,108,4,147,46,5,0.109,3,1,1,1,1,1,1,1,0.98
user_11,9.9,89,4,166,69,8,0.116,4,1,1,1,1,1,1,1,0.83
user_08,7.4,37,1,28,30,0,0.0,0,0,0,0,0,0,0,0,0.12
user_15,8.9,37,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.18
user_20,12.0,80,6,134,57,6,0.105,1,0,1,1,0,1,0,1,0.83
user_30,9.0,44,0,0,26,0,0.0,0,0,0,0,0,1,0,0,0.14
user_23,8.6,18,0,0,34,0,0.0,1,0,0,0,0,0,0,0,0.29
user_15,11.6,92,2,161,52,8,0.154,1,1,1,1,1,0,1,1,0.81
user_17,8.8,37,0,0,19,2,0.105,0,0,0,1,0,1,0,0,0.29
user_03,10.1,60,4,146,46,5,0.109,3,1,1,0,0,1,0,1,0.88
user_02,9.6,85,4,148,65,4,0.062,4,1,1,1,1,0,1,1,0.92
user_29,7.5,21,0,0,20,0,0.0,0,0,0,0,0,0,0,0,0.08
user_06,7.6,30,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.18
user_14,9.3,47,0,0,27,1,0.037,0,0,0,0,0,1,0,0,0.11
user_14,8.7,58,0,0,25,0,0.0,0,0,1,0,0,0,0,0,0.26
user_08,7.7,45,0,0,26,1,0.038,0,0,0,0,0,0,0,0,0.28
user_24,9.0,48,0,0,33,0,0.0,0,0,0,0,0,0,0,0,0.15
user_09,9.8,106,2,167,52,8,0.154,1,0,0,0,1,1,1,1,0.8
user_12,8.7,19,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.16
user_28,9.8,66,2,177,45,7,0.156,1,0,1,1,1,1,1,1,0.88
user_17,9.5,101,5,123,46,4,0.087,2,1,1,1,0,0,1,1,0.73
user_24,8.8,27,1,32,22,0,0.0,0,0,1,0,0,0,0,0,0.05
user_07,8.7,24,0,0,37,0,0.0,0,0,1,0,0,1,0,0,0.24
user_16,7.6,28,0,0,34,1,0.029,0,0,0,0,0,0,0,0,0.05
user_10,11.3,93,2,169,42,3,0.071,4,1,1,1,0,1,0,1,0.95
user_30,11.3,95,3,117,41,8,0.195,1,1,1,0,1,1,1,1,0.8
user_19,8.4,32,0,0,26,1,0.038,0,0,0,0,0,0,0,0,0.09
user_09,8.1,35,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.22
user_06,7.5,18,0,0,28,0,0.0,0,1,1,0,0,0,0,0,0.27
user_14,11.1,80,2,144,41,5,0.122,1,1,1,1,1,1,1,1,0.78
user_21,9.3,32,0,0,20,0,0.0,0,0,1,0,1,0,0,0,0.16
user_10,8.8,81,5,92,51,5,0.098,5,0,1,0,0,1,1,1,0.83
user_05,9.3,97,5,158,46,5,0.109,1,1,1,1,0,1,0,1,0.71
user_15,9.2,30,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.28
user_13,8.7,43,0,0,29,0,0.0,0,0,1,0,0,0,0,0,0.24
user_04,7.7,51,0,0,14,0,0.0,0,0,0,0,0,0,0,0,0.14
user_09,8.7,22,0,0,20,0,0.0,1,0,0,0,0,0,0,0,0.28
user_13,8.9,40,0,0,23,1,0.043,0,0,0,0,0,0,0,0,0.16
user_26,8.5,45,0,0,29,1,0.034,0,0,1,0,0,0,0,0,0.14
user_20,8.3,46,0,0,23,0,0.0,1,0,0,0,0,0,0,0,0.1
user_22,8.9,18,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.26
user_05,8.5,34,0,0,27,0,0.0,0,1,0,0,0,1,0,0,0.22
user_15,8.7,37,0,0,30,0,0.0,0,0,0,0,0,0,1,0,0.27
user_14,8.5,52,1,19,26,0,0.0,0,0,0,0,0,0,0,0,0.24
user_10,9.7,85,4,176,54,6,0.111,5,1,1,1,1,0,1,1,0.87
user_08,7.7,39,0,0,36,0,0.0,0,0,0,1,0,0,0,0,0.25
user_28,8.0,36,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.12
user_11,8.6,96,4,158,46,8,0.174,4,1,1,1,1,0,0,1,0.9
user_11,8.4,41,0,0,20,0,0.0,0,0,0,0,0,0,0,0,0.25
user_24,8.9,43,0,0,37,0,0.0,0,0,0,0,0,0,0,0,0.26
user_21,8.6,37,0,0,18,1,0.056,0,0,0,0,0,0,0,0,0.29
user_30,8.3,37,0,0,26,1,0.038,0,0,0,0,0,0,0,0,0.09
user_25,10.8,105,3,106,39,8,0.205,1,1,1,1,1,1,1,1,0.85
user_25,7.7,20,0,0,30,0,0.0,0,1,0,0,0,0,0,0,0.23
user_12,8.5,14,0,0,29,1,0.034,0,0,0,0,0,0,0,0,0.16
user_04,7.9,53,0,0,16,1,0.062,0,0,0,0,0,1,0,0,0.22
user_15,8.4,22,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.24
user_08,7.8,32,0,0,27,1,0.037,0,0,0,0,0,0,0,0,0.18
user_13,8.5,81,5,112,47,5,0.106,1,1,1,1,1,0,1,1,0.97
user_25,7.6,24,0,0,24,0,0.0,0,0,0,0,0,1,0,0,0.21
user_16,7.1,33,0,0,31,1,0.032,0,0,0,0,0,0,0,0,0.13
user_23,8.1,28,0,0,24,2,0.083,0,0,0,0,0,0,0,0,0.09
user_13,8.8,50,0,0,31,1,0.032,0,0,0,0,0,0,0,0,0.05
user_16,11.4,62,6,155,41,6,0.146,3,1,0,1,0,0,1,1,0.9
user_07,8.5,27,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.11
user_01,8.5,26,0,0,35,0,0.0,1,0,0,0,0,0,0,0,0.22
user_17,10.1,91,6,153,46,8,0.174,3,1,0,0,1,0,1,1,0.82
user_24,8.7,53,0,0,32,0,0.0,0,0,0,0,0,1,0,0,0.26
user_28,7.7,17,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.28
user_21,8.6,36,0,0,13,0,0.0,0,0,0,0,0,0,0,0,0.21
user_23,9.7,77,2,156,39,5,0.128,2,1,0,1,0,0,1,1,0.8
user_25,8.3,25,0,0,22,2,0.091,0,0,0,0,0,0,0,0,0.14
user_25,8.3,34,0,0,25,1,0.04,0,0,0,0,0,0,0,0,0.15
user_13,9.0,60,0,0,26,1,0.038,0,0,0,0,1,0,0,0,0.26
user_24,8.8,45,0,0,38,0,0.0,0,0,0,0,0,0,0,0,0.09
user_11,7.9,45,0,0,26,0,0.0,0,0,0,0,0,1,0,0,0.09
user_26,8.5,42,1,42,17,0,0.0,0,0,0,0,0,0,0,0,0.08
user_29,8.0,22,1,9,21,0,0.0,0,0,0,0,0,0,0,0,0.15
user_13,9.1,42,0,0,21,1,0.048,0,0,1,0,0,1,0,0,0.19
user_17,8.5,23,1,43,23,1,0.043,0,0,0,0,0,1,0,0,0.18
user_24,9.2,47,1,30,40,0,0.0,0,0,0,0,0,0,0,0,0.2
user_03,8.2,34,1,29,19,0,0.0,0,0,0,0,0,0,0,0,0.15
user_28,10.3,87,2,200,39,3,0.077,5,0,1,1,1,1,1,1,0.92
user_26,8.9,81,4,131,55,4,0.073,4,1,1,1,1,1,0,1,0.79
user_23,9.7,67,2,192,45,3,0.067,2,0,0,1,1,1,1,1,0.7
user_21,11.2,95,3,161,54,6,0.111,5,0,0,1,1,1,1,1,0.88
user_17,9.0,45,1,14,23,0,0.0,0,0,0,0,0,0,0,0,0.23
user_16,7.3,21,0,0,24,0,0.0,1,0,0,0,0,0,0,0,0.16
user_21,8.4,34,0,0,19,0,0.0,0,0,0,0,0,1,0,0,0.07
user_30,9.4,107,6,104,40,4,0.1,4,0,1,1,1,0,1,1,0.72
user_03,8.0,51,0,0,20,0,0.0,0,0,0,0,0,0,1,0,0.06
user_22,8.5,25,0,0,26,0,0.0,1,0,0,0,0,0,0,0,0.06
user_24,9.0,102,6,174,41,4,0.098,1,1,0,0,1,1,0,1,0.71
user_11,8.5,36,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.11
user_19,11.3,105,3,158,55,8,0.145,4,1,0,0,1,1,0,1,0.98
user_01,10.9,94,2,166,57,7,0.123,2,0,1,1,1,1,0,1,0.75
user_28,11.9,79,3,194,52,8,0.154,4,0,0,1,1,1,0,1,0.71
user_11,12.0,83,5,126,53,4,0.075,4,1,1,1,0,1,0,1,0.79
user_02,9.0,40,1,28,27,0,0.0,0,0,0,0,0,1,0,0,0.11
user_19,8.6,23,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.09
user_26,8.5,78,3,128,43,3,0.07,2,1,1,1,1,0,0,1,0.94
user_11,8.2,82,4,150,39,3,0.077,2,1,0,1,1,1,1,1,0.82
user_16,8.0,24,0,0,36,1,0.028,0,0,1,0,0,0,0,0,0.13
user_15,8.8,41,1,26,20,0,0.0,0,0,0,0,0,0,0,0,0.24
user_08,9.9,60,5,95,44,5,0.114,2,0,0,1,0,1,1,1,0.8
user_08,10.9,71,3,152,51,6,0.118,1,1,0,1,1,1,1,1,0.86
user_14,10.0,91,3,154,45,3,0.067,4,1,0,1,1,0,1,1,0.83
user_26,8.4,35,0,0,17,0,0.0,0,1,0,0,0,0,0,0,0.28
user_17,9.7,74,5,198,36,5,0.139,1,1,0,1,0,0,1,1,0.84
user_18,11.4,88,2,141,43,3,0.07,2,1,0,1,1,0,0,1,0.9
user_05,10.8,71,3,182,43,6,0.14,1,1,1,0,1,1,0,1,0.71
user_03,10.6,104,3,142,50,8,0.16,2,1,0,1,1,0,0,1,0.9
user_11,11.6,107,3,90,44,6,0.136,1,0,1,0,1,0,1,1,0.87
user_13,8.9,24,0,0,23,0,0.0,0,0,0,0,0,0,0,0,0.24
user_10,7.7,27,0,0,31,2,0.065,0,1,0,0,0,0,0,0,0.06
user_26,8.0,55,1,34,17,2,0.118,0,0,0,0,0,0,0,0,0.22
user_09,9.5,75,4,146,61,5,0.082,1,1,1,0,0,1,0,1,0.95
user_17,9.3,31,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.21
user_25,8.1,27,1,33,27,0,0.0,0,0,0,0,0,0,0,0,0.19
user_26,8.4,33,0,0,18,1,0.056,0,0,0,0,0,0,0,0,0.07
